prompt,title,feature_aderencia_tema
28,Tantos casos de conhecimento público,0.46978198136595173
3,Revolução transumanista,0.5119860992856587
10,O estudo é a base para melhorar de vida,0.5082074072008396
5,Agrotóxicos são polêmicos,0.6932547900147586
12,Efeito G.O.T,0.4474368616903194
31,A terceirização dará certo no Brasil?,0.39125985693137283
5,Uma produção livre de preconceitos!,0.561794764003687
27,É preciso fazer valer a pena,0.43870451007199845
5,Agrotóxicos x Alimentos Orgânicos,0.49364722719497106
25,A cura gay,0.3519554614556081
37,Cultura do estupro?,0.530375126466191
2,A integridade do papel do STF,0.45386963435527766
19,Redes sociais e a manipulação política,0.541947048882292
41,"Disciplina, ordem e autoridade favorecem a educação?",0.5815840240896775
28,Mãos Atadas,0.5699234672049717
40,Violência Travestida,0.543498372708036
38,Ciência em primeiro lugar,0.5915069645855534
15,Corpo humano em dia,0.6976311836919243
37,Reflexos do Patriarcado,0.44842647278676273
11,Impactos das mudanças climáticas na vida animal,0.5093046761593837
27,De acordo com Immanuel Kant,0.32716855484936047
17,"Adeus, Luzia",0.3899559731237572
23,A presença gráfica de produtos transgênicos,0.6837126566456905
16,Por que uma onda conservadora?,0.3962724623968289
37,Estupro,0.4590669782610028
20,Formandos em crise,0.4697953851595368
20,"Pátria amada, Brasil?",0.6095010877346966
2,A Corte Suprema,0.6526029876963598
9,Educação brasileira,0.29811481078718094
19,A legalidade política nas redes sociais,0.5324999743731111
36,Escravizar,0.5496200328807004
13,Arma não simboliza segurança,0.393407247299083
22,Direitos iguais à  todos!,0.35794904109708203
23,Alimentos transgênicos,0.5871666241883202
7,Criptomoeda,0.44930219019965284
1,Peão também é gente,0.46397653247260806
5,"Nomenclatura, propaganda e saúde",0.39154405819468513
31,Modernizar para evoluir,0.4202436421647859
18,A ambiguidade dos Direitos Humanos,0.6472569686808215
26,"Afinal, seria possível o conhecimento, sem o respeito?",0.4644164284397495
18,Direitos humanos,0.4578408679050685
16,"Onda da justiça, onda do bem",0.4553861779579308
2,Fenômeno de justiça,0.5958760263293281
8,"Questionam a ciência, mas esquecem de estudá-la",0.47041594934740516
32,Limites entre Direitos,0.49198051048586644
4,"Em caso de dúvida, liberdade ou prisão?",0.5638115125523336
12,Entre o decretado e o obedecido,0.5451748816233338
3,Não à centralização,0.5019092180629933
8,A ciência pode ser questionada?,0.578237582408916
35,"Direita, esquerda... Mas e a educação?",0.49057258808143656
7,Revolução econômica moderna,0.44449227291822224
23,O que contamina o homem não é somente o que sai da boca...,0.51660415179643
30,"Ações virtuais, consequências reais",0.4707832906519353
10,A fé é o equilíbrio do brasileiro,0.6728226090648675
8,A verdade absoluta através dos anos,0.4379905124725602
19,Curral eleitoral virtual,0.573635109763897
7,Menos influência estatal não significa menos ordem,0.45408653425118795
31,Terceirização do trabalho,0.5812422765971047
4,Os Cinco do Central Park,0.4174766634606914
42,"Sem fundamento escolar, nada feito",0.4854826472436422
20,De mala e cuia!,0.56436448143009
40,Busca constante por beleza,0.5348717733556336
26,De acordo com o pedagogo Paulo Freire,0.5810514677978232
39,(Sem título 095),0.5799636847679094
34,A criação da superioridade,0.4800237062012382
5,A controvérsia dos insumos agrícolas,0.4099152220081962
6,Amazônia e o mundo,0.39855842273410175
0,Carnaval ou cultura,0.25177134978344307
14,Os imigrantes à  caminho do Brasil,0.3532332927115914
32,Direitos em conflito,0.5600602745134543
11,"Proezas da humanidade, até que ponto chegaremos?",0.47019217643221317
36,As correntes que se arrastam pelos séculos,0.3859730565185516
14,Sonho imigrante,0.4009726922143663
30,A importância da intervenção dos pais na vida virtual,0.49980740358709824
12,Canta o futuro da nação,0.5880144826677052
9,A desigualdade no ensino brasileiro,0.6621432802188747
29,Corrupção à 1988,0.42972779427738483
2,STF um órgão político ou jurídico?,0.5553690529234371
22,Injustiça,0.312387504411864
39,Dilma vs. Impeachment,0.601507901474348
21,Lutar e vencer,0.41560537950056586
1,Qualificação Coerente,0.5778565702634032
12,A construção,0.4724621549630914
13,Segurança para quem?,0.616006378080624
21,O Brasil e seus conflitos,0.2543488054623913
32,Conflito entre liberdade de expressão e intimidade,0.6235966944702466
5,O perigo está na mesa,0.695384716474269
17,"Proteção do patrimônio histórico e cultural brasileiro, uma ação necessária",0.5340869221221854
9,Quem paga são os que menos têm,0.547104507399805
34,Quem é que está livre de ser Narciso na vida?,0.3983868664407663
34,Geração dos Narcisos,0.47642690013022715
13,Posse de armas,0.6824393506319182
12,O hino nas escolas,0.4418422391479478
32,O Direito e seu fato gerador,0.5770545756372341
33,Matérias fundamentais,0.6007393481407894
15,O que engorda mata,0.5178732849167061
14,Desafios na imigração de refugiados,0.5043231334050312
23,Transgênicos,0.5064331135663798
15,A obesidade humana,0.5992832769657581
38,Qual é o papel do Estado?,0.47742478298032426
38,Ceder a  pressão?,0.6076615670599695
23,Será que o PLC nº 34 é realmente uma ameaça?,0.479355218509956
42,Responsáveis pelo próprio sucesso,0.5177890634294307
19,Redes Sociais x Eleições,0.5549518065417707
3,Avanços tecnológicos,0.428730983756434
42,Em busca do sucesso,0.3865703275611399
28,A roleta da política atual,0.5247875748615914
20,A emigração de jovens brasileiros,0.4529631396341561
34,O egocentrismo progressivo,0.40697920112361424
16,A Volta da Política Conservadora no Brasil,0.49966252385674714
25,É uma questão de preconceito?,0.546897536178258
25,A terapia de reversão da orientação sexual (2),0.5958239051728458
2,Anseio do Povo,0.6104407003414006
13,Ao analisar o decreto que facilita a posse de armas,0.44717750992818783
18,A população mudando os pensamentos antigos,0.4790278104313145
27,A necessidade de estar sempre certo,0.5166431479345013
42,Quando a exceção vira notícia,0.32365896105047787
22,O direito ao foro privilegiado,0.5760942023327532
30,Bullying virtual,0.37396065279606727
3,O verdadeiro limite humano,0.6032499808065718
22,Proteção contra a lei,0.5566961176538152
32,O conflito entre a liberdade de expressão e o direito à privacidade.,0.6828140683716537
5,Para um futuro sustentável,0.6325252254587838
10,Vencer ou ser?,0.27407515507877406
10,Nem tudo é dinheiro,0.3443336640222416
7,A facilidade nas transações ilegais,0.4691103257077324
26,O Brasil não quer ou não consegue valorizar o professor,0.5051987530059341
32,A intimidade supera a liberdade de expressão,0.6308821958752309
40,Um samba enredo que está por vir,0.42468650441251765
2,Opinião Leiga,0.4221243230388707
6,somos responsável ,0.4207904654287319
22,Vantagens e Desvantagens do Foro Privilégiado ,0.4487513233955202
9,Educação é para todos,0.5556401912133703
1,A qualificação profissional no Brasil,0.5706792699758789
8,Falso Iluminismo,0.5041809109353189
22,Foro privilegiado ou privilégio para bandidos,0.5307481206214083
29,Acorrentados ao vício,0.39752165010940516
20,#Partiu Estados Unidos,0.448644945060046
8,Autenticidade de informação,0.4404982015004112
12,Nacionalismo e símbolos nacionais,0.46407949064872517
13,Uma faca de dois gumes,0.6960840784877108
17,Incêndio cultural,0.6586612549158037
1,Nações unidas contra o desemprego,0.46579344245326526
16,Polarização no Brasil,0.5028244079837324
23,Rótulos mas  elaborados,0.6048508805819152
18,Muitos dos brasileiros não acreditam nos direitos humanos,0.4844084110096991
21,A voz da democracia,0.39991534848326366
37,Mas qual  roupa você estava usando?,0.4767470164815624
13,Cidadão armado e combate a  violência,0.6973707360939758
29,Humanidade princípio da ação,0.4159939786776472
8,A ciência na era da pós-verdade,0.4535032764835164
37,O homem é o cabeça da casa,0.4081642387938499
9,O de cima sobe e o de baixo desce,0.4565224702070254
38,A pílula do câncer deverá ser aceita?,0.6940740201626828
33,As culpadas são a arte e a educação física,0.58310725369576
9,Pública e gratuita,0.5649524286934218
16,O movimento conservador até a Física explica,0.3890835971584487
20,A fuga de mão de obra para outros países,0.5026384385153866
11,Em busca de um novo lar,0.6208035055926794
2,Um poder judiciário transparente e uma população exigente,0.3884892191881314
13,Posse de educação,0.5418338047257043
30,Mundo Virtual,0.5853316439439968
40,Corpolatria,0.5319807778269128
8,A nova ciência,0.3883171218046987
20,Luso ou Brasileiro?,0.5111504489289873
31,Trabalho terceirizado,0.488633795708871
22,Prerrogativa de função ou privilégio pessoal,0.43017786153706394
21,Evitando o acidente,0.44131119358782483
40,"Aceitação ou não, eis a questão",0.548647214357317
41,Ordem e progresso?,0.6027177393405475
21,A greve dos caminhoneiros,0.4397831777563644
40,O desinteresse da beleza moderna,0.3554136787744964
8,A informação em um mundo de manipulação,0.4052529202938489
9,A privatização e o aumento da desigualdade,0.5062565918641195
11,A geleira do descaso,0.5144303304071871
0,A apropriação cultural contínua,0.50253572542104
30,O risco por trás das telas,0.4674063887459125
27,"Ei, vamos discutir?",0.4799305569036918
39,Impeachment nela,0.61749821516428
32,Privilégio à informação,0.39332662723250844
17,A importância da história,0.5274453044439961
24,O mercado obscuro das drogas,0.6537751608412607
5,O nome é o menos importante,0.5319556280542228
2,Censura ao Supremo Tribunal Federal versus opinião pública,0.5965003510567657
16,A nova hegemonia política do Brasil,0.4907132930466547
3,Transumanismo,0.47291291656171985
5,As consequências do pós-revolução verde,0.5640938207017483
27,Construção de conhecimento,0.5429307142611537
30,A evolução da tecnologia,0.49798315874588894
35,(Sem título 097),0.4282071768405639
6,A falsa posse sob  a natureza,0.47096741353317884
40,A ditadura da beleza,0.6416207064103774
5,A praga dos pesticidas?,0.5061776277684821
38,Laboratório humano ou tiro certeiro?,0.656918087503941
14,Desafios de um país em desenvolvimento no contexto migratório contemporâneo,0.5521537810277811
12,"Cantar o Hino Nacional, demonstração de amor à Pátria",0.42716713114485133
6,Cooperação Mundial,0.5521443655409447
4,Prisão em Segunda Instância,0.6940168827295184
24,As drogas e suas consequências,0.7484913504070372
7,Criptomoedas,0.4181418296541019
38,Saúde vem primeiro,0.632893392452131
29,A internação compulsória de dependentes do crack,0.43821282208821194
6,Amazonas,0.27690532478959773
5,Superando a insegurança alimentar,0.34705023462371376
3,Revolução Transumanista,0.4167567384145539
8,Pensamento científico em perigo,0.5528098489212868
15,A Epidermia  da Obesidade,0.7115293440973587
11,As consequências do degelo no Ártico,0.5804287486828761
39,"Saia justa, o novo look da presidente",0.6819185100393954
6,A Caixa de Pandora Brasileira,0.5476296318153214
4,A “Lei Fleury” do século XXI,0.6143606535500785
10,O caminho do sucesso,0.4216066184826706
29,"Solução rápida, problema complexo",0.5001417262304484
41,Fatores para o péssimo desempenho dos colégios públicos,0.6103885874247956
7,"As tecnologias movem o mundo ou o mundo, as tecnologias?",0.3626045305101142
7,Criptomoeda,0.4510360308313049
15,A importância de bons hábitos contra a epidemia alimentar,0.5656534623511729
30,A face obscura da internet,0.5736925967043086
15,Epidemia Alimentar,0.6596928032213312
0,Apropriação cultural e atualidades,0.48888094670723165
27,Dialética sadia,0.49115279698951864
33,Artes e educação física,0.6433340987337874
33,Educação nunca é demais,0.5668537283892627
34,Gerações em conflito,0.4545544750223656
29,"Internação compulsória, ajudara o povo e a sociedade.",0.3707650253223842
41,A evolução na educação,0.6981687080896509
22,Fim do privilégio!,0.5117649979035109
33,De obrigatório passa ser facultativo,0.5057166162090758
11,Entre desenvolvimento e meio ambiente,0.5445513078520442
30,Internet,0.3844355859279192
38,Política sem comprovação científica,0.5701989180448431
16,Efeitos do conservadorismo,0.34123780052106606
37,Ensine-as a se defender,0.45821071226278365
8,A recusa da vacina,0.3243908834933829
17,Quem deve cuidar? Governo ou Cidadãos?,0.4529030593160459
38,A esperança azul e branca,0.5521939821340648
16,O conservadorismo no Brasil,0.34441749804815963
24,Uma questão de saúde,0.5850041214067534
8,Crise na credibilidade,0.5270801830401939
22,Foro privilegiado,0.4825139376084871
34,Jovens modernos  imodestos,0.5834757764521012
39,Atentado a constituição ,0.5706704256853864
23,É transgênico,0.48656803404145527
9,Crise na educação,0.4265719088327632
1,Futuro da crise do desemprego,0.49462177514133415
35,Ensino ou doutrinação?,0.6106978055167999
26,Professor,0.5534477324159605
18,Combate ao direito mal interpretado,0.5488153487200507
29,Crack,0.309463835541184
22,Primeira Instância,0.5729626509116224
1,Aumento do desemprego no mundo tecnológico,0.5847772457654273
36,Entre a liberdade e a escravidão,0.6093035846493925
15,Amo muito tudo isso?,0.41718290771007593
8,Fatos que desaparecem,0.550825948417215
19,A importância do conhecimento no combate à manipulação política,0.49142152035561976
25,A muitos anos atrás era considerado que os LGBT não passava de uma doença,0.39329834511393125
10,Em uma pesquisa recente,0.5485641354074349
4,"Justiça pra alguns, STF pra outros",0.592919372065241
2,A imparcialidade do Supremo Tribunal Federal e a opinião pública.,0.6039341465316439
37,Estupro,0.32404732926653895
36,"Escravizar, ação desumana",0.6536631214227765
19,O combate impossível à manipulação inevitável,0.6411271281553055
31,As possíveis mudanças no processo de terceirização,0.5307186624762487
18,Direitos Humanos Atualmente,0.4790276701661381
16,O Brasil é conservador,0.46096970206861065
34,Na infância que se aprende,0.4559586914007911
20,Adeus crise econômica e má educação,0.5427015199733132
41,Como aplicar uma boa educação?,0.42946155151334653
0,Entender o outro,0.6484945851396222
1,O progresso da tecnologia,0.5288064056428793
38,O bem estar é prioridade,0.38852119756230485
29,A dependência também é compulsória,0.4292611108515566
4,Constituição ou liberdade?,0.482334303727763
3,A tecnologia a serviço da medicina,0.45643540206652533
42,"Querer, poder, conseguir",0.4211668548693456
42,Educação no Brasil,0.5268800993698015
38,Cura para o câncer?,0.6316017367385456
0,Apropriação cultural significa uma pessoa...,0.696991450171882
25,A cura gay em um país homofóbico,0.560428243378246
41,O melhor caminho para  educação,0.5396763371077188
36,A escravidão não foi abolida,0.5832907748455194
23,Enganando o consumidor,0.5312834931015649
12,Inserir o hino nacional no momento atual,0.3994676080572402
13,Educar as crianças,0.3486701213170078
4,A inconstitucionalidade da prisão após o julgamento em segunda instância,0.6247193500010543
36,A desumanidade na escravidão,0.6624978500142045
19,Democracia e redes sociais,0.5759181017673592
40,Corpo perfeito,0.588903810478032
1,O advento tecnológico,0.35129430645492066
18,Cidadania plena,0.45653167180513043
42,É impossível uma linha surgir sem que se tenha alguém para a desenhar,0.3914173327953834
33,Em prol da saúde e da criatividade,0.7182418525104615
15,"Se aceite como você é, mas com saúde",0.3097767113245717
10,Desejo pelo Sucesso,0.5193578429673629
15,A Falta de Educação Alimentar para ter uma Vida Melhor,0.648416691065571
26,Todos nós sabemos que é impossível melhorar a educação,0.6448928858539815
0,A apropriação cultural e o conhecimento histórico,0.5509241307290684
38,Ciência vs. Politica ,0.582642132322972
25,A terapia de reversão da orientação sexual,0.5512209840345811
2,Ministros ou Césares,0.5578772338723206
19,As galinhas e os patos da sociedade brasileira,0.6241881329770353
5,Defensivos agrícolas,0.4850534546696778
35,A velha censura ataca novamente,0.5019432365533645
40,A beleza vale tudo isso?,0.537165475228162
15,"Obesidade, um problema a ser combatido",0.32527224333426236
7,"Criptomoedas, uma análise sob sua contemporaneidade",0.42180791250894956
40,A busca pela boa forma tem seu preço,0.5559813381210784
39,Quem atira a primeira pedra?,0.5621643787777266
41,Disciplina para vida toda,0.5389490762223192
35,O direito político na sala de aula,0.5492338828213391
12,Hino Nacional,0.533802096630545
3,O Avanço Tecnológico,0.34646016180181705
21,O legítimo exercício do direito de greve dos caminhoneiros,0.3752928163514798
22,Restrição no foro privilegiado,0.48852050430920796
4,Sim à condenação em segunda instância,0.5321688849849194
41,O Caminho Certo para uma Educação de Qualidade,0.5796227651737513
28,Se calaram ,0.46497509217343413
29,Uma medida necessária,0.3939337900591079
41,"Disciplina, ordem e autoridade favorecem a educação? (2)",0.6782129452696251
10,O conhecimento liberta,0.6119224567974955
3,Assim caminha a humanidade,0.462239306721078
2,A insatisfação com a Cúpula do Judiciário,0.6860879612213813
1,Qualificações para o mercado de trabalho,0.3891460517823721
8,"Geração de ""Pós-Verdadeiros""",0.5362866301963887
11,O aquecimento global e os ursos,0.5174562628053313
14,O Brasil e a questão imigratória,0.38908301209815904
14,Gente como a gente,0.37665142677375935
24,Protagonistas e coadjuvantes,0.7549220442152064
34,Geração amor próprio,0.4960199201810346
26,Planejamento educacional falho,0.4060500161048929
31,Terceirizar linimentará os problemas.,0.3428499373282505
26,Melhorar a educação sem valorizar o professor,0.5842297805064943
0,"No mês de fevereiro, muitos países",0.5738043001201638
27,Sabedoria para argumentar,0.5532600145798783
39,"Não ao retrocesso, viva a democracia",0.6451787480694874
0,Representação indígena no meio social,0.5182422013650951
13,Mais armas menos violência?,0.7207816073817156
18,Direitos humanos para humanos direitos,0.5713047389046374
8,O fato de negar os fatos,0.5512848760089304
30,As vítimas da exposição,0.5281344107764607
28,A ausência de evidência ou a evidência de ausência,0.416715904855315
0,Dar voz para quem não a possui,0.4114599256929894
11,A busca por território e o dilema ecológico,0.5383111562916955
15,Sobrepeso e obesidade,0.5581116226106015
12,A importância de cantar o hino,0.35291018503536925
16,Um novo olhar sobre o Brasil,0.38774194569023657
39,Negligência a cerca  de fatos,0.687282777076174
22,O direito ao foro privilegiado e os privilégios aos poderosos no Brasil,0.43967298389116427
22,A oligarquia atual,0.2669046654164814
21,Greve,0.44968494634405404
7,Revolução e evolução,0.43519558424221694
35,A geração que construiu seu partido,0.4988402276785114
22,Imunidade ou Regalia?,0.48693709065099355
3,Existem limites na esfera científica pelo bem da evolução?,0.5669438247859441
23,Está em debate no Senado Federal,0.5054937590417226
17,No começo de setembro de 2018,0.467660137604833
24,Violência gera violência,0.5281723498988777
22,Direito ou imunidade?,0.49790616303971014
20,Sonho americano,0.515141569894032
10,O que realmente é importante para a melhoria de vida,0.5267919103278742
1,Procura-se futuro,0.4698984076638304
9,Gasto nas universidades,0.4549821908578358
24,Pedra angular no tráfico,0.4651236732640701
0,Muito além da fantasia,0.4145583751121497
4,Esfacelamento da democracia e da moral,0.6820972477557765
42,Compromisso com a educação,0.5463406149427056
18,Direitos humanos sem humanidade,0.6643751091242202
18,Direitos humanos,0.4808593119564323
5,Agrotóxicos e Defensores Agrícolas,0.6351600214165087
20,A canção do sabiá,0.5112810109827559
41,"Equilíbrio é necessário, até na educação",0.678379239000852
22,A lei (não) é para todos,0.4992364530304107
25,Reversão da Orientação Sexual,0.5102149812952493
40,A beleza e o capital,0.4409350376054905
19,A ignorância é a maior arma do candidato,0.5306695263064101
21,Problemas causados pela greve dos caminhoneiros,0.42516927111893976
40,(Sem título 079),0.5281835615212698
36,A escravidão moderna,0.6594118256958289
11,A evolução para a destruição,0.28897178135708246
27,Prezado senhor UOL,0.515204985020414
23,A Desinformação sobre Produtos Transgênicos,0.6038049123011536
7,Um mundo oculto,0.4102351204379729
12,Canção ao hino nacional brasileiro,0.5396462947874338
7,O novo sistema financeiro mundial,0.4579555906789797
27,A limitada capacidade da maioria dos brasileiros,0.4687289841430471
9,Ensino público superior híbrido,0.5464751253094405
38,A cura do câncer existe?,0.5201190658818806
20,A emigração brasileira e suas causas,0.4479143429800608
6,Preservação da Amazônia,0.6095061210505685
21,A busca incansável pela dignidade,0.48714727036594774
39,A justiça e o povo,0.5109260823857582
39,O governo melhor que o governo,0.3627697320150234
9,Educação Pública,0.6607484739995949
25,Não existe cura para o que não é doença,0.5288799116836107
4,Impunidade ou penalidade?,0.7202732057796707
16,O futuro é agora,0.3320707435400409
12,Cantar por cantar não vale,0.34474547949102835
6,"Preservação do meio ambiente, um dever de todos!",0.5826025753017461
13,As consequências de uma lei,0.5425112323135616
28,Por que não há nova  manifestações na rua?,0.5205460943061363
9,Crise na educação (1),0.5811349090559823
11,Ursos polares sofrem as consequências do aquecimento global,0.5773146595983646
12,Hino nacional nas escolas,0.45546148657620933
27,O diferente que faz parte da gente,0.43266849350028863
1,O futuro dos desempregados no Brasil,0.5112251597531803
0,Monopólio cultural?,0.4412918139991987
7,Problemáticas para utilização das criptomoedas,0.6182629411741506
7,A revolução tecnológica e o sistema financeiro.,0.4622104733864028
41,Educação libertária,0.5476824544399634
21,Greve dos caminhoneiros?,0.5136022727467595
19,Questão “pinoquiana”,0.5318022407860139
6,O dilema que circunda a preservação da floresta amazônica,0.6019766944819309
33,Educação de qualidade e abrangente,0.5049142467003352
2,Amadurecimento da sociedade e o STF,0.5841538862222884
5,A liberação de agrotóxicos,0.5329194275646545
41,Em busca de uma educação de qualidade,0.6336479677557834
15,O desafio de combater a obesidade,0.7209611040922993
20,A evasão do Brasil,0.43692796094722913
10,Estudar,0.581629967981181
40,Narcisismo Sorumbático,0.2473786126092769
39,(Sem título 096),0.4831339705108947
17,É possível notar que o Brasil,0.5263190952326988
19,O perigo das redes sociais,0.5589709739608861
42,(Sem título 085),0.5797287709035692
10,Vencer na vida,0.2203321929703095
11,A ação antrópica e suas consequências,0.6142042914398065
7,A Utopia da Liberdade Financeira,0.5243697377410285
23,"Ibitinga, 7 de abril de 2018.",0.5241346074967851
17,Uma perda histórica para o país,0.5416847854735323
10,Ser vencedor é uma escolha,0.6177554625492286
32,Direitos vinculados a  lei,0.6402798189520175
40,Estética e seu verdadeiro significado,0.3875665186299171
35,Só sei que nada sei. Então quero conhecer,0.439836398041776
1,Transformações laborais,0.4356858798894272
30,A Tela Ini(miga),0.5436023259006605
16,A renovação do Brasil,0.46134317332381336
4,Prisão ou Liberdade?,0.7030426982247866
29,A cracolândia,0.365486015078778
14,Migração,0.46892490831499595
31,A terciarização é uma forma de organização,0.5147520420203545
40,Em busca do corpo ideal,0.4657663432086119
18,É importante ressaltar que os direitos humanos,0.5058772005375378
7,Inovação social,0.453710981550999
32,Direitos em conflito,0.6123016287365294
14,Um caso precário,0.3419517104107127
1,Avanços tecnológicos,0.23627883395976168
21,O transporte que paralisou o Brasil,0.356015105632088
41,A educação militar e o respeito à individualidade,0.5873693161762625
27,Conhecimento e leitura,0.5409181340369095
20,As pessoas querem ganhar dinheiro,0.3714006863157913
22,Todos são iguais perante a lei?,0.47356809031621566
38,Melhor prevenir do que remediar,0.38067885457093853
40,O zelo sem exagero,0.4338765605533939
1,Os impasses do desemprego aliado às mudanças sociais.,0.4437522606449657
17,Patrimônio em chamas,0.664297108176593
26,Vivemos em um país onde a educação,0.6156188780117954
